Rattings,Reviews
4,"Amazon helped to exchange it with my Redmi 1S, which is a great thing. I also got 1000 off instantly from Citibank Credit Card offer.About the phone:1) Battery should be better, 5000 runs out fast due to such a large screen2) The case supplied should also be rugged to protect the phone due to accepted falls3) Charger cable should be a little long4) Assistive touch (from iPhone) kind of features should be given5) No ear phone supplied6) The waterproof rating should be better as in the protection effort should be more"
1,Poor camera quality. Don't buy this product.I have used real me xt before and it's camera quality was awesome. But redmi has a very bad camera quality comparing to real me... Not worth of money.
5,"Ignore all the reviews, trust the Youtubers. Most of the negative reviews are from people who don't even know about tech.This is a worthy Phone even after months of release.Yes, there are better options from Realme but I don't like Realme's build quality and design."
1,"The connectivity technology mentioned in the specification, shows that this phone is compatible for GSM, 3G, 4G, LTE. Bought this phone for 4G sim. After inserting the sim card, the phone did not detect the sim card. Later checked in other websites and found that this phone is not compatible with 3G and 4G. Cannot even return the phone as I have brought this phone abroad. Really disappointed with Amazon."
1,"I ordered this product out of trust. When powering on, I realised display was damaged. If this is how your '100% Made in India' products work, it is a sad state. Since only replacement option was available, I had to wait a week more before delivery. Then the delivery boy says he cant take it back because I hadn't mentioned the reason for replacement (incorrect claim). I have called in for a full refund. Very bad response by seller or the area manager. City Vizag."
5,"I wanted a basic mobile for my children when left alone. Happy with the product at RS 750/- with no camera but with Bluetooth, dual sim and memory card slot."
3,Amazon gives irrelevant information. It doesn't support jio 4G
5,"Two sims and a slot for a memory card. Sound quality and working nicely. Easy to operate and other common things like torch, calculator, FM and unwanted games too. In such a less price you get so many things. Unbelievable. I am happy withLava A1 Josh (Black).If they provided a camera then I can sugar in milk.  People can go for it they will be happy with their decision"
5,"Indian companies, when will you guys improve man.- Difficult to open rear case- Battery once inserted won’t come out (difficult to remove battery)- keypad pressing gives pain in the arm (softer keypad would’ve been better)Learn to make products user friendly.Working people don’t have time to use a phone which has a difficult-to-open rear-case and a battery which will never come out once it’s fixed. Look at foreign companies. They make user friendly and comfortable to use products.Your products must make life easyI bought this phone purely out of Respect for Indian Flag (to encourage Indian make companies). I should have bought a Nokia or a Samsung instead.Please don’t buy anything because they are Indian made unless you want to suffer. Please go with quality and ease of use."
5,Best phone this price
1,Produces too much heat while charging and operating like a call. Never fully battery charged even 50%. always shows battery low. Totally worst phone. Never buy it.
5,Best product for non camera users.
4,"Very good phone. Value for money you pay for it. Only one drawback is that it doesn't have vibration alerts, due to which you have to always keep it on general Profile. Overall the best phone in this price range."
5,Lava A1 Josh has good supporting features which makes easy to operate the phone at different situations.Text clarity of the display on reading is outstanding.Best performance in sound quality with many options for flexible operation.Phone is handy with optimum size display.Signal pick up for dual sim is good.Voice clarity is good in the good range of signal.FM operation with headset Free is better on good range of signals. Supports too with FM recording.No camera with multimedia options and external memory.Supports 1200 contact phone storage is good and LAVA may see to increase to 1500.Very simple and easy to operate with the support of different regional languages.Battery back up for the full day is OK.Phone back cover found to be slippery may be improved for grip.Good phone with more options in the least price.Proudly Indian.
5,"LAVA A1 Josh...Perfect for secondary device.Got it for 865/-I love it..Compact, basic and value for money with 1yr warranty..After looking at quality of this phone, I can say for sure that it is brother of NOKIA....."
4,"Forget Nokia, Samsung basic phones, this lava a1 Josh is as good as them  with affordable price, looks are attractive, branded like.. you wouldn't feel you helding any cheap price phone in hand.-battery is long lasting..-ring volume is good loud,-Bluetooth is good-mic is good,-auto call record works very fine,-signal reception and call quality is as good as branded phones,.-Torch is good,-In call in ear call voice is super clear, loud, beautiful- Problem is jus screen display clarity is very poor ,- in call loud speaker voice is not clear at allRest all things are very good, those who don't need last 2 things then I will highly recommend this phone over Nokia, Samsung basic phones"
